	7393_RAJ6744A1	7393_RAJ6744A10	7393_RAJ6744A11	7393_RAJ6744A12	7393_RAJ6744A13	7393_RAJ6744A14	7393_RAJ6744A15	7393_RAJ6744A2	7393_RAJ6744A4	7393_RAJ6744A5	7393_RAJ6744A6	7393_RAJ6744A7	7393_RAJ6744A8	7393_RAJ6744A9
ENSG00000116649	199	176	97	52	161	137	21	111	290	96	20	209	113	6
ENSG00000171824	541	472	358	381	428	274	252	391	555	330	482	453	356	470
ENSG00000226849	40	44	3	31	25	23	22	27	36	15	40	29	26	43
ENSG00000230337	0	6	2	8	4	4	1	0	2	5	4	1	1	4
ENSG00000198793	469	550	413	483	360	207	236	345	737	394	651	578	341	403
ENSG00000225602	7	11	8	16	10	5	6	8	13	8	15	9	15	8
ENSG00000253086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120942	179	125	160	112	134	91	87	60	221	63	97	166	77	114
ENSG00000238199	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000284646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000284708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	0	2	0	4	0	1	0	0	1	0	1	0	0	4
ENSG00000132879	7	19	31	31	19	5	19	1	20	2	16	4	11	19
ENSG00000116663	12	29	54	154	10	12	122	23	10	18	85	11	13	198
ENSG00000116670	13	36	52	65	29	27	42	18	16	22	61	22	23	53
ENSG00000162490	1	2	22	0	2	0	0	5	2	0	1	1	0	0
ENSG00000177674	26	76	104	308	33	25	237	29	57	38	158	41	33	184
ENSG00000215910	23	60	37	28	19	6	16	4	13	8	12	21	4	32
ENSG00000177553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177000	168	413	228	250	182	47	105	62	179	55	164	194	29	199
ENSG00000011021	102	117	107	74	80	39	53	35	144	40	183	139	51	103
ENSG00000242349	10	13	4	8	19	4	5	5	16	3	39	15	4	16
ENSG00000276470	1	1	0	1	0	0	0	0	2	1	2	0	0	4
ENSG00000278852	0	1	0	0	0	0	0	0	0	0	3	0	0	0
ENSG00000175206	0	1	0	0	0	0	0	1	1	1	9	0	0	1
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000120937	0	0	8	1	1	4	3	0	0	0	0	0	0	0
ENSG00000224904	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199347	0	0	0	0	0	0	0	3	0	0	0	0	3	1
ENSG00000201801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116685	134	231	80	266	159	62	149	59	199	70	147	178	111	209
ENSG00000083444	994	1863	1578	1491	1079	694	1277	740	2028	1084	2691	1588	1041	1655
ENSG00000116688	1041	1403	1256	931	1073	626	516	672	1555	718	1026	1055	743	712
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116691	7	19	7	18	9	12	16	3	7	5	7	10	3	13
ENSG00000202461	0	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000276869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120949	9	44	1	18	5	0	13	1	6	0	28	13	2	17
ENSG00000201135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000028137	3397	8925	2699	12558	3762	1052	14497	1937	6059	2724	9196	7844	2044	10794
ENSG00000263676	11	38	7	82	17	3	64	8	16	13	41	27	5	55
ENSG00000225196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252969	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	661	748	678	644	353	238	222	421	945	476	1190	671	422	863
ENSG00000239149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229484	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSG00000162496	276	931	317	379	324	127	174	81	537	127	323	336	137	144
ENSG00000221340	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000276830	1	19	5	5	2	2	1	1	3	0	3	3	1	9
ENSG00000272482	0	10	0	0	0	1	2	0	4	0	0	3	0	0
ENSG00000204518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277058	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204505	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162494	0	0	0	0	0	0	0	0	0	0	549	0	0	725
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	3	0	0	2
ENSG00000215909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	620	39	87	92	72	55	96	398	650	386	18327	1278	669	18879
ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116731	507	424	614	504	269	230	300	317	696	339	2233	773	310	2183
ENSG00000189337	4	15	27	12	16	7	4	2	13	2	16	4	7	5
ENSG00000252151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	9	12	23	16	8	4	13	4	20	4	22	9	6	8
ENSG00000171729	570	713	459	324	457	154	242	196	737	188	315	732	163	316
ENSG00000204464	0	0	0	0	0	0	0	0	5	1	3	0	0	0
ENSG00000215720	0	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSG00000278480	0	0	0	0	0	0	1	0	2	0	0	0	1	0
ENSG00000142621	5	20	23	20	8	12	14	2	11	3	22	6	4	4
ENSG00000233485	2	3	1	5	4	8	4	1	2	1	7	0	0	0
ENSG00000236045	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228140	0	0	0	0	0	1	0	2	1	2	4	0	2	1
ENSG00000142634	936	1827	2835	1654	1767	1828	1392	733	1284	878	1064	1095	754	846
ENSG00000162438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	1	1	0	2	5	0	0	2	0	1	2	1	0	0
ENSG00000132906	62	111	58	129	75	29	151	18	79	28	113	90	30	152
ENSG00000116138	295	208	178	234	208	115	187	106	415	114	581	328	92	509
ENSG00000251866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	6	6	2	4	11	2	2	3	12	5	15	10	1	5
ENSG00000116771	5	6	15	3	7	6	1	3	4	3	2	0	4	0
ENSG00000237301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235084	14	7	0	1	16	22	9	9	21	16	9	14	10	3
ENSG00000252417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	1068	851	295	424	767	193	467	152	1362	134	360	1067	155	465
ENSG00000215695	334	251	109	136	250	75	173	43	400	47	130	332	45	174
ENSG00000271742	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000116786	204	454	612	881	201	136	416	253	449	323	629	384	429	696
ENSG00000237938	6	6	10	38	4	4	14	8	8	7	13	6	12	19
ENSG00000162461	1	0	0	3	0	1	2	3	1	1	2	2	2	3
ENSG00000224459	0	0	0	2	0	1	0	0	0	0	1	0	0	1
ENSG00000162460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162458	1	10	20	20	27	29	38	5	5	1	2	3	0	0
ENSG00000224321	0	1	0	1	0	0	1	0	0	0	1	0	0	2
ENSG00000233954	970	1387	823	315	1492	1456	208	638	685	363	158	569	443	125
ENSG00000178715	72	388	0	57	439	417	82	49	79	53	21	67	56	27
ENSG00000179743	5	7	2	8	3	2	3	3	9	3	22	3	2	10
ENSG00000065526	1542	1307	1757	1502	516	246	519	1015	2432	1094	3834	1440	511	2710
ENSG00000270620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116809	13	19	84	70	12	16	21	19	19	23	106	24	25	90
ENSG00000234607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	0	8	16	1	7	7	2	0	0	1	0	0	1	0
ENSG00000186510	0	0	0	2	0	0	2	0	0	0	0	0	0	0
ENSG00000232456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142627	1	25	47	27	25	31	38	4	7	3	1	9	5	6
ENSG00000227959	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224621	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234166	3	2	0	0	1	1	0	1	3	1	1	0	1	1
ENSG00000142632	5	8	6	2	3	2	2	3	5	3	2	9	2	4
ENSG00000237276	0	2	2	2	1	1	7	2	1	0	0	1	2	1
ENSG00000132881	0	7	4	3	0	3	5	0	2	1	1	1	0	0
ENSG00000233929	0	0	0	25	0	0	15	0	1	0	19	0	0	7
ENSG00000037637	321	521	501	391	412	320	329	132	447	219	603	399	125	335
ENSG00000055070	1812	2209	2830	2306	1967	1761	1877	1208	2299	1222	2517	1953	1326	2163
ENSG00000226457	0	1	0	1	2	1	0	0	1	0	1	0	0	1
ENSG00000187144	895	942	1144	1068	932	841	825	534	1133	540	1100	871	647	922
ENSG00000157191	954	1704	2302	2048	1257	1094	1734	808	941	700	1352	1399	1068	1900
ENSG00000226029	6	2	4	3	1	3	3	3	6	4	6	8	2	12
ENSG00000080947	2	3	0	2	0	2	3	4	6	7	3	3	1	7
ENSG00000206652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219481	43	58	40	44	33	16	19	16	28	5	18	35	10	39
ENSG00000271732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215908	10	19	10	20	5	3	6	2	15	3	18	8	5	11
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000186301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237847	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236698	544	249	266	149	1087	1111	277	315	728	476	208	391	310	79
ENSG00000268869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000058453	0	5	0	0	0	0	2	0	0	0	3	0	2	0
ENSG00000227684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	8	15	4	6	62	34	14	2	4	1	0	17	0	3
ENSG00000235241	2	4	1	1	29	18	6	1	1	1	0	9	0	0
ENSG00000207005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272426	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117122	0	2	1	5	3	2	3	0	0	0	0	0	0	0
ENSG00000226526	0	1	0	1	0	0	0	0	0	2	2	2	4	0
ENSG00000159363	32	36	26	24	17	9	7	25	64	38	46	62	36	50
ENSG00000117118	1100	1417	1474	664	1695	1363	597	659	970	523	341	919	699	324
ENSG00000117115	9	748	621	117	157	117	126	10	11	4	6	62	28	7
ENSG00000204362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000142619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	1	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000276747	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000227751	331	483	168	164	320	232	98	198	608	289	241	364	277	215
ENSG00000179051	2422	3011	1336	1110	2073	1448	737	1262	3953	1893	1517	2681	1697	1276
ENSG00000074964	133	243	51	30	79	36	16	101	163	75	222	219	63	253
ENSG00000236648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117154	0	7	2	4	10	7	0	1	1	0	0	2	2	0
ENSG00000280222	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000230035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255275	13	51	68	17	30	20	8	27	21	20	4	28	42	11
ENSG00000159423	40	95	108	51	53	29	17	53	69	35	9	68	42	22
ENSG00000265606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169991	118	166	290	32	117	75	42	171	110	103	52	130	144	56
ENSG00000272084	85	55	79	52	47	46	41	65	90	39	98	103	67	109
ENSG00000127481	907	1098	1509	1832	601	383	774	1002	1451	1099	4183	1161	810	3610
ENSG00000230424	20	33	18	29	12	9	16	18	35	28	32	20	19	29
ENSG00000127463	909	829	686	588	738	571	401	591	1638	859	1083	919	636	579
ENSG00000053372	293	175	148	86	210	183	29	147	377	171	50	206	156	26
ENSG00000211454	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000162482	0	1	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000270728	2	1	4	0	1	0	0	0	10	1	4	2	0	1
ENSG00000053371	171	270	271	118	269	196	109	94	228	106	69	171	113	44
ENSG00000200403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000040487	71	138	59	94	127	36	131	17	124	17	55	83	22	54
ENSG00000077549	17525	29249	35802	11173	20439	18662	6999	14515	26209	16325	11110	19250	14946	7049
ENSG00000240490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	1	0	0	1	0	7	0	3	0	0	6	0
ENSG00000173436	1004	1026	1004	298	1679	1573	240	577	910	530	179	649	468	111
ENSG00000270136	1287	1929	2068	536	2080	1953	310	888	2004	1089	784	1274	871	553
ENSG00000226396	2	2	0	0	0	0	0	1	2	1	0	0	0	0
ENSG00000158747	397	1066	1483	280	556	514	88	388	1261	653	674	757	486	506
ENSG00000158748	0	0	0	1	0	0	0	0	0	0	3	0	0	0
ENSG00000162542	29	64	52	40	27	10	13	14	42	18	34	45	26	40
ENSG00000178828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	20	37	57	11	30	20	2	11	45	12	22	19	7	18
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000127472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	2	0	0	2	0	1	0	0	0
ENSG00000187980	0	2	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000225986	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000162543	0	1	0	1	7	0	4	0	0	0	0	0	0	0
ENSG00000228105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	0	0	4	2	8	8	9	1	1	0	0	0	2	0
ENSG00000090432	227	294	270	230	276	151	249	131	298	95	264	307	108	364
ENSG00000215520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000158825	27	1	4	6	0	0	4	10	152	90	455	48	37	193
ENSG00000158828	200	237	152	233	156	82	198	129	335	123	432	231	129	484
ENSG00000284005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117242	620	722	714	610	685	653	440	486	748	407	619	437	377	578
ENSG00000244038	3264	5591	6649	3884	4872	4897	2322	2647	3946	2592	2314	2819	2642	1945
ENSG00000117245	0	6	9	3	6	8	2	1	1	0	2	0	2	1
ENSG00000235432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189410	1	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000233069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127483	1439	1487	1640	1039	1618	1329	777	1198	1801	1151	1582	1519	1300	1265
ENSG00000075151	1332	1277	1532	933	617	418	324	981	2002	1205	2426	1179	939	1061
ENSG00000251914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117298	33	15	82	58	35	21	58	35	55	95	122	21	34	88
ENSG00000236936	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231105	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000236216	0	1	0	0	1	1	2	0	0	1	1	2	0	2
ENSG00000228823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142794	1	5	2	2	9	5	14	0	20	7	32	7	3	6
ENSG00000176378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162551	0	1	2	3	0	0	0	0	0	0	7	0	0	8
ENSG00000233431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000076864	0	4	4	1	2	0	1	0	0	0	0	0	0	0
ENSG00000090686	468	314	253	208	297	159	190	205	441	153	277	363	241	311
ENSG00000231978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187942	1	3	3	2	1	0	0	0	0	0	0	0	1	1
ENSG00000142798	2	20	38	19	10	7	9	1	1	0	1	0	2	4
ENSG00000232037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228397	0	1	0	1	1	0	2	1	0	0	1	0	0	0
ENSG00000218510	39	101	40	45	118	33	94	13	49	12	40	42	14	17
ENSG00000070831	6661	6910	10311	4830	10299	11085	6020	5566	7757	5285	6058	6446	5186	4953
ENSG00000230068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271840	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000162552	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000266564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184677	214	305	154	193	115	49	80	64	316	70	315	213	62	260
ENSG00000237200	0	2	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000070886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173372	2472	9745	14298	6599	3733	3535	3881	2736	6284	4607	5963	5157	4883	6344
ENSG00000159189	1841	14949	20961	10134	8346	6621	8229	2093	3914	3378	2939	3485	3618	3730
ENSG00000173369	177	2223	3110	7074	434	453	4572	252	262	255	356	192	235	761
ENSG00000133216	530	449	356	464	267	154	475	268	993	364	517	739	440	375
ENSG00000265422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264014	5	9	12	8	6	2	20	7	21	11	10	18	9	7
ENSG00000215906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004487	535	362	305	386	402	274	261	300	628	309	671	447	308	711
ENSG00000240553	57	71	108	64	59	42	60	21	61	18	73	43	23	106
ENSG00000263793	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169641	834	1260	2202	1650	808	663	1038	310	1098	325	1492	888	362	2130
ENSG00000229010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179546	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
